10000000 10000
1783928 6371017 401281
4155842 9625882 432129
2636844 5171577 127844
2598037 6835674 390599
1167755 9835693 223217
4835501 9024013 270571
860597 7348596 149484
1198355 9632269 215881
4928154 9247788 158569
4639699 7667273 261242
4786944 9746029 468581
1042972 8163505 253252
3207071 9130167 19051
2288911 8660861 188776
4701545 7789509 336568
1830439 9893811 283039
3667266 6458830 118731
691532 8480793 321358
4505793 9662506 186401
1618096 6331066 494824
4683506 9018271 498874
2517974 9499457 78587
4128377 7337733 287460
980631 8454762 218048
4338070 6318664 58022
1032263 5020970 302261
356447 7233795 358021
4451865 8665547 489259
1422955 5010668 93221
388115 5153610 486744
966223 7839050 88829
4366454 9570190 258650
1486320 8833981 429593
3884153 7031729 349393
4679150 6972035 416976
2511783 9168376 263967
2506308 5960142 100182
3559310 5741821 116959
1851096 9922630 335811
4904963 9220383 42037
4947929 5386969 11592
982959 5408947 378030
931875 8168239 192146
190454 9529306 160785
3183305 6303389 322104
642059 6670066 274040
4723523 5935555 352423
1007013 9730558 143793
3787534 7377429 352501
2626196 9829128 225313
2987156 8270470 447470
4929961 9593867 67624
2618775 5886494 313592
895560 9044847 130775
1191167 6196261 166189
4867439 5407982 8843
1347903 5424369 42408
1658280 6529690 181836
3522172 9799811 376121
1681265 9656296 85571
790431 9579712 159877
3480764 8999153 211704
1991870 7889131 118443
4308700 9115796 146232
689483 6195703 472808
202888 6212645 184535
1461685 5006297 52793
852614 8253070 495646
474210 8186201 13040
1680792 5104612 8323
882037 5633196 309608
525586 5975608 116295
2229126 9164605 271809
4498732 5655989 65783
694524 6478708 364967
2882667 7734302 51020
2200051 9690605 479245
4115720 9986855 494984
1915673 5130844 493311
2547938 7931650 203265
1334516 7903202 25501
3676707 7781739 132169
4181809 9298237 278382
2334061 7490170 82109
4200185 6984998 333425
644465 6870346 244803
4666020 5618055 340666
2258117 7537470 432395
3061580 5703503 158923
1069719 8024824 434646
1133077 9465941 331530
4448547 9608582 427576
1488426 7268187 118674
3108723 8205391 99799
2977103 8130644 5336
4702239 9079449 197825
2437303 9177462 365179
3335630 6737185 305103
3284427 7244503 496267
931117 6127657 137472
2877458 5355212 367787
2260263 9518893 247669
3683350 6764290 308296
2905726 5487842 77370
1232143 5838548 187424
2973541 5430010 241681
1396568 6166297 77776
4208824 5301002 480625
1471050 6356707 372758
3235361 9761609 163637
2074616 9010924 96012
2680410 6059530 28746
674848 8060209 210093
259286 8938732 469536
163748 5374634 288013
2498743 8148500 52898
4398658 9981683 3280
3876078 5419580 10682
24757 8148039 89272
1153877 6519141 263386
4463083 9216413 165274
4126257 7036656 214991
1366839 6382099 456326
2669097 8404018 291364
4164984 6464187 76889
4224853 5200849 231025
2475726 9559649 378801
3748730 8626280 485232
3500766 9576883 88541
98469 7493201 116469
892093 5249049 134897
2908633 9090388 40544
2034303 7687010 384434
3662232 9252292 80432
857801 8289187 254991
2466753 9335978 75181
398430 9750937 386769
2796087 7255855 379383
986947 7606648 486585
3876632 7774377 140283
872954 9935291 76862
4057778 7326596 455194
580907 7685135 67484
945224 8981091 416872
1961407 7889276 198195
4994824 9885239 462756
1307512 7886120 142679
4437251 5963299 399252
2305246 6926657 73187
1556889 7926962 371672
4146493 9549953 380274
1985818 5015856 104310
2280070 7219863 57633
2605522 6276973 318994
4359150 8083611 419479
3478338 8420407 54595
3610548 7580378 417894
2145212 5208865 64384
1313352 9905392 45825
752619 5774926 341988
1420206 7844844 152282
379882 8010595 370853
1895319 8920315 382873
2251397 6085147 11291
4383766 6751703 250483
1003781 8882069 464337
1370969 5950124 364904
3520728 7494747 214905
2277409 7270472 415777
3962686 9255999 314471
190473 6171055 300878
772359 9791751 288039
3592686 7235825 7539
1910743 7015748 295411
3231551 6492448 444472
4367722 7252377 63991
2738619 5264706 375674
2322070 5120697 98959
1748986 5207381 107159
4643150 8996149 32207
305722 7902283 427348
755856 5217560 360282
2270216 5484048 52917
794770 6657451 40730
3421707 6843962 141260
3800533 6473371 460061
979717 8347400 36459
222631 7434274 150419
4497227 9317941 345157
4160838 5552108 139107
1986632 5769883 118517
873965 9910487 89142
3234770 5190173 154078
3451768 8336192 96250
2995684 9776666 305806
4791661 5719307 459628
4434562 9427942 111800
3281804 7465291 123507
3207379 5811129 60320
3650879 8579843 455291
712386 6055966 115419
1282197 8645591 21755
799349 8074393 422875
3045250 5058928 288337
421586 8049024 363295
2539564 5038261 162205
1995966 5442172 182542
2004218 9968056 362867
4102465 6237052 439311
1940252 6505822 242014
3713718 9915405 59515
1739795 5949333 79246
626562 6952335 445104
568877 6841371 247612
275299 5597713 239949
4024120 6595682 200002
3571876 9408770 397224
1060184 6191143 79882
3363914 9276086 422508
463383 8689533 272526
4566889 8447112 297218
3972942 7146910 90227
1147738 8483326 156633
3451259 7825934 261763
4542838 8823168 90262
2689964 8490006 396530
4305458 8699857 479164
2235726 5884910 133873
1698160 9753037 28270
4691975 8394516 390291
2614465 9254757 403266
3259315 6280684 375984
1245551 6539606 202315
3202137 8024034 426417
1169556 5129106 19308
530436 6883185 416820
4921811 6663334 222607
3813710 6056644 75988
4666166 8048638 138346
3474934 9333835 492697
614845 6872744 427069
1502837 8067217 460301
4519992 6212522 179374
1993230 8773712 324815
608609 8868551 357635
494926 5120293 396920
3482712 5992863 67749
4256135 6866465 340810
2261375 9057001 272576
4916468 7122940 387767
974599 7541121 44008
1605323 9455894 278832
4500472 9787664 132072
2497136 9020452 194574
1661195 7482615 345016
4923474 7230017 316328
445893 9374100 281549
158626 6342801 273319
1889419 7083900 198319
1991523 9594194 462212
2158475 9792262 103328
3979412 5360667 314988
2898225 9615501 189595
3827565 8664163 137459
902099 7018924 238366
4416037 7583565 350531
605426 6591094 276973
179850 5128853 90957
723165 9194077 236079
2193175 8727387 167730
4430386 5981571 199543
2905112 5867168 4644
4903451 5234242 139984
2009918 7221566 325496
161996 8914697 322588
4790076 9587312 370123
2966596 8158193 71160
4842126 5718820 324877
947702 9008152 130601
2528573 9876083 313454
2801159 8386158 397440
1187464 8718856 49982
805129 6272070 197161
374465 9302456 313591
3046823 9771398 149828
1458376 7534120 394640
98790 7634592 415070
223983 8718202 371520
1692525 9032274 195567
2055030 7525981 482583
4983164 7612855 389587
2312297 5902083 431873
2594880 5752846 258140
660942 8034124 481530
4323055 6642636 224278
3500972 6345907 22559
3873305 8550237 238143
3575639 7467203 460719
883675 7526114 41738
1151759 8533545 382776
4692187 7623715 155146
2565605 6200807 304949
3373631 5430567 255138
1819934 7673729 217039
3238024 7275269 295604
787 6292050 375131
3822461 7485255 275025
4207769 8326339 377985
4645526 8967111 83997
4749001 6356354 352564
1207750 6541462 144454
3914900 6498469 149067
3792679 9298634 241909
2379630 5898740 156476
3243355 6039519 417469
18356 6828336 373405
3571104 5106473 450178
936690 6047959 287443
3904951 6533333 453976
3806412 5340934 126150
2575065 6663864 319337
1534595 6311844 331228
3884433 5860318 127604
1759835 9559371 493093
1892795 5764322 97900
1697298 8885715 238234
1145029 5181503 209056
4163883 8369002 170643
4029679 5999844 247066
2267976 8658161 269423
4083867 9268081 223087
3104528 8741303 153648
4813434 6974898 390094
32467 8067157 295417
3319911 9448774 215350
4865858 7835835 122456
1119150 5229421 203862
26896 8091513 291442
1063512 6731967 421657
2837215 9805013 151403
3277380 9667462 239292
1137564 6977837 382411
3423894 8040053 21992
4946441 5107139 454171
662797 8171387 3625
902338 8621294 174093
4495051 9164010 365583
3839649 8657544 362750
993551 7605492 480974
4670923 6938462 444118
3934794 5611380 376178
1658726 8118577 114264
4287989 6264770 281381
2527141 8689685 8403
2586325 8968781 17214
1565557 8301944 131596
305702 7870844 406429
4218 9758620 36391
2167617 6586114 196836
3289638 6982930 148040
3267648 8863998 426524
1613655 9018626 202720
2591037 6299774 418601
1599944 9532877 193202
3910309 9456263 437317
2713149 7327311 246905
3117752 7010683 322848
4681985 6040153 153498
2163578 7626423 141793
3794192 9117982 482360
77801 7614989 262080
4312268 6409712 329894
2169273 8368234 137026
281569 8000591 461102
173553 9547346 61786
4134616 7440217 401468
1063204 8956156 131403
516322 9502690 291629
4733731 8053186 431371
3870211 6858190 175159
2631457 9050019 85139
1731501 6442983 390706
1597228 8904855 495191
2916537 6506502 186418
4940845 7359531 318129
737146 8732378 307769
2018133 7667041 328861
4729396 8707158 433170
639344 7075417 298299
3511588 9416659 183934
1012590 6997361 354671
4699609 7613624 489115
4268087 8213926 273295
2711774 5310947 172702
2953806 5323559 194
1678067 7674806 160154
2947273 6610206 270492
4079871 8875139 373841
3365502 5369251 95275
1885271 5637481 411410
4453017 6801758 70817
2233007 9496814 25963
3421628 9620045 161459
2960796 7652898 256045
440994 5639471 430746
2953782 7633942 206775
2924131 7548169 9704
1884158 5465522 156777
294424 5468426 112228
2274216 5775611 251384
2711792 6668739 43292
3493015 8560526 263908
4333378 7284273 156927
3598390 6857504 403333
4116008 8018074 126867
13697 7454034 328142
2385773 6251631 244665
3216988 7093407 47976
544414 5498292 204158
532883 9817071 218642
2485443 5275957 433842
930666 8523364 223290
4782553 5738087 179020
1613375 7831848 459177
1539330 8409625 215105
1993466 5335487 347205
4365594 8140039 289479
3476238 6710911 43619
400529 8400691 100990
1048886 5389979 25406
4932739 9356057 108196
4271168 5007221 155290
2892021 5321374 314498
1524747 5437076 17062
4873756 5693403 160476
4809738 5459446 90621
4177642 8093905 250866
894069 7176940 251141
4288952 8707125 234399
3473717 7725916 304094
757845 6705056 214434
1080560 9265126 23498
1163454 6348617 179632
237272 9064722 254721
712797 9796188 296508
26305 9175475 268363
4068810 7291098 292979
3399418 9348130 220938
3895777 9285259 367879
156903 5474257 204253
2588025 8771812 278475
3371791 5426961 252713
3214092 5155147 391693
618410 5564732 240663
4987724 5541057 3240
1222421 6414574 238924
4453772 7520465 405886
3167366 6181699 227888
3550381 6912954 227588
1215828 9725426 295530
3464810 7819394 216665
4380476 9708101 209595
2503253 6300922 229463
1258935 6902986 499408
3767740 5095988 431697
2252350 5918204 179140
292567 6323859 488008
744466 8829113 130610
2600830 9182284 398228
4634492 7937919 13169
3029373 9503540 422219
3911097 6488481 141399
3915974 8768891 26960
4227544 8286734 64895
3767128 9562800 388818
4808770 9696552 498921
2994142 6043998 139319
249706 5432846 102206
4789534 5134067 439907
4727264 7099967 205856
3592181 6794938 420329
2731577 5705884 270899
1929653 8594508 406417
4388515 8846343 121299
4662838 9445785 218681
3764351 5104645 348562
2027861 8024602 22766
1456856 8953749 10626
3405441 7416461 380816
1393824 5014107 56477
4238866 5594845 134118
4069633 7532189 48938
3041215 7464583 124471
2220783 7349547 322373
4495871 8025378 390223
4872506 7102900 109486
3031320 5377755 50201
2507556 9472660 25602
3664311 8833682 485635
3276849 9100597 244999
3032969 5976923 327757
3547110 8615802 258777
577597 9210463 222679
3503048 7021133 121745
1051801 7338390 167354
3197370 5077600 241139
121612 5507989 191470
2973330 9087387 217657
1023666 7204788 52923
654926 9108635 5309
4950513 5564481 372110
4741486 7050872 326094
1624725 9164728 338378
647084 7153387 482056
811164 8953096 206204
2456716 9070557 486507
1584429 9149914 457378
3027397 9565740 419878
1709503 5935759 14411
4177538 8459947 204198
3157389 7599046 411077
1600097 5971506 45703
2983766 8640842 25943
364306 8384524 40129
463037 9187390 173349
887018 7713275 176566
2777934 5873836 209240
3580484 8426558 303314
4199415 5864784 461158
3925723 5100742 41084
2018888 5456819 398393
3180194 7238904 46201
3167544 8005436 402377
4699728 6852296 335481
3050949 7802965 413360
2619805 7574958 132390
1732601 6842349 7884
4695090 9986439 463713
59684 8733970 458832
3675459 6685752 86573
2925381 7315739 123094
2595847 7617224 308481
4007950 6009375 86241
4602530 5570199 386639
3846125 8640706 175511
679068 8832874 67159
1100988 9163572 272344
547461 9359456 59182
627742 7198857 432756
560601 8342941 142384
2900119 5608380 253227
790160 5193274 324884
1630172 8735227 169320
4155112 6986612 323945
4696325 8661215 427045
3859651 5562121 83912
453584 5612706 111759
3859913 5591199 62893
1469196 5367669 121151
2573584 6605749 35863
2395587 8753422 92229
1873661 9788175 102135
4404050 9479255 216545
4109839 5293668 67061
4654442 8724436 16115
3631384 7996811 319550
2243185 8727937 190547
4043023 6804756 121905
16126 9217555 193340
3909169 7055623 410124
2059846 7672931 428368
2209546 7829792 340097
1771918 7474706 274834
2987008 7088008 425377
114219 7352743 295413
4956203 8125631 428584
638548 6343579 91142
2433287 7946427 132510
2273198 7109106 284105
2226652 9579895 224532
3550693 7130970 404084
409733 5906539 299335
1188733 9427257 153917
3874703 8457193 10969
4931238 6709318 423566
3013264 8753633 423850
1165816 7205498 199437
1609443 5769086 485505
4760178 6092768 84967
3899590 8930852 5670
1315226 6456143 48379
1652647 7821434 142633
898386 8806945 466917
4056746 9707157 399280
2231755 6541607 149099
2843202 8402339 277679
4590753 5515385 178767
4464147 6336302 254776
2563854 6376599 106183
292220 7760534 365103
1712002 8838586 60374
4836039 7668895 466321
4972874 8565013 488248
4911581 7368815 391285
4602312 9414556 365323
4598063 6403918 31414
4529279 6681741 91751
545212 8271962 203700
837097 5923810 397350
4821484 8559154 398832
3091407 8461204 74903
1803163 6452099 9372
663206 6173730 396758
4257103 6301139 183549
1690541 6282561 395783
26550 8219615 271090
3127811 6207274 424882
1461485 8110505 462931
698223 9130403 439089
254883 5207069 94145
3990758 5113798 431874
4082201 5954583 130378
2642868 9409110 264961
885531 6073013 311158
4953367 9115494 321843
1584179 6390219 480319
3935995 6760054 379675
4215840 9814099 393521
1301596 5893093 385181
904550 8474747 341789
1459400 5507581 75061
3204288 7921320 306846
738231 8047982 232699
2644535 7012166 485056
1447995 9766513 234486
1138622 8415317 201323
749573 5810880 421679
2459009 9192558 400826
571895 7101822 94641
91095 9312701 362556
1799741 8305752 472151
4197573 7968502 191615
2009715 9587307 303529
95274 5220206 112706
437002 5884790 472537
1357926 6507685 414788
2137641 8478704 68425
3955002 8477364 455058
1300366 9902848 257038
3942010 6375006 1098
4323425 7645293 342983
144982 5418946 435769
4733245 5371211 282870
345220 5611042 372961
165601 8591037 192670
131873 6264197 122836
455962 7564545 55328
4423303 7212204 163856
4644540 5853809 436718
1443508 7245136 254022
3135960 6230116 281275
1268797 6807984 391098
1159164 5246624 467770
971623 7656294 429258
3305048 6682489 69126
3134573 8613816 22691
635509 8354659 481316
1801847 9102511 167280
4578947 6843849 325049
222753 7915044 255416
2349872 5806759 255440
1836682 7695810 362860
2865421 9526794 167991
3119039 6180869 145333
934200 8045220 64635
3263958 6945107 421681
4083150 5566499 230073
1964023 9933404 406601
215949 5880178 131967
1116520 8038594 443493
3813508 6981716 125247
480291 5564412 306748
1178154 7074050 176877
3677641 6906505 70901
3856497 5549564 106301
1498549 7767042 341753
3980605 8371762 495150
3909060 6720903 489809
4089301 7669308 19336
4774097 9821366 372047
3903403 9263682 441183
770570 9041589 270842
1883217 5442306 330084
1751043 6942537 450682
1226438 6579435 294736
3356991 9558828 458431
4433954 8687017 471444
2694995 6427890 88967
4453077 9714391 331905
3140822 8174873 188975
